"","foodCns_7day_Cereals_Bartering","foodCns_7day_Cereals_Begging","foodCns_7day_Cereals_BorrowFromFamilyFriends","foodCns_7day_Cereals_Farming","foodCns_7day_Cereals_FishHuntGather","foodCns_7day_Cereals_Gifts","foodCns_7day_Cereals_Purchased","foodCns_7day_Cereals_SocialSafetyNets","foodCns_7day_Tubers_Bartering","foodCns_7day_Tubers_Begging","foodCns_7day_Tubers_BorrowFromFamilyFriends","foodCns_7day_Tubers_Farming","foodCns_7day_Tubers_FishHuntGather","foodCns_7day_Tubers_Gifts","foodCns_7day_Tubers_Purchased","foodCns_7day_Tubers_SocialSafetyNets","foodCns_7day_Pulses_Bartering","foodCns_7day_Pulses_Begging","foodCns_7day_Pulses_BorrowFromFamilyFriends","foodCns_7day_Pulses_Farming","foodCns_7day_Pulses_FishHuntGather","foodCns_7day_Pulses_Gifts","foodCns_7day_Pulses_Purchased","foodCns_7day_Pulses_SocialSafetyNets","foodCns_Veg_Bartering","foodCns_Veg_Begging","foodCns_Veg_BorrowFromFamilyFriends","foodCns_Veg_Farming","foodCns_Veg_FishHuntGather","foodCns_Veg_Gifts","foodCns_Veg_Purchased","foodCns_Veg_SocialSafetyNets","foodCns_7day_Fruits_Bartering","foodCns_7day_Fruits_Begging","foodCns_7day_Fruits_BorrowFromFamilyFriends","foodCns_7day_Fruits_Farming","foodCns_7day_Fruits_FishHuntGather","foodCns_7day_Fruits_Gifts","foodCns_7day_Fruits_Purchased","foodCns_7day_Fruits_SocialSafetyNets","foodCns_7day_Meat_Bartering","foodCns_7day_Meat_Begging","foodCns_7day_Meat_BorrowFromFamilyFriends","foodCns_7day_Meat_Farming","foodCns_7day_Meat_FishHuntGather","foodCns_7day_Meat_Gifts","foodCns_7day_Meat_Purchased","foodCns_7day_Meat_SocialSafetyNets","foodCns_7day_Fish_Begging","foodCns_7day_Fish_BorrowFromFamilyFriends","foodCns_7day_Fish_Farming","foodCns_7day_Fish_FishHuntGather","foodCns_7day_Fish_Gifts","foodCns_7day_Fish_Purchased","foodCns_7day_Fish_SocialSafetyNets","foodCns_7day_Eggs_Bartering","foodCns_7day_Eggs_Begging","foodCns_7day_Eggs_BorrowFromFamilyFriends","foodCns_7day_Eggs_Farming","foodCns_7day_Eggs_FishHuntGather","foodCns_7day_Eggs_Gifts","foodCns_7day_Eggs_Purchased","foodCns_7day_Eggs_SocialSafetyNets","foodCns_7day_Dairy_Bartering","foodCns_7day_Dairy_Begging","foodCns_7day_Dairy_BorrowFromFamilyFriends","foodCns_7day_Dairy_Farming","foodCns_7day_Dairy_FishHuntGather","foodCns_7day_Dairy_Gifts","foodCns_7day_Dairy_Purchased","foodCns_7day_Fats_Bartering","foodCns_7day_Fats_Begging","foodCns_7day_Fats_BorrowFromFamilyFriends","foodCns_7day_Fats_Farming","foodCns_7day_Fats_FishHuntGather","foodCns_7day_Fats_Gifts","foodCns_7day_Fats_Purchased","foodCns_7day_Fats_SocialSafetyNets","foodCns_7day_Sugar_Bartering","foodCns_7day_Sugar_Begging","foodCns_7day_Sugar_BorrowFromFamilyFriends","foodCns_7day_Sugar_Farming","foodCns_7day_Sugar_FishHuntGather","foodCns_7day_Sugar_Gifts","foodCns_7day_Sugar_Purchased","foodCns_7day_Sugar_SocialSafetyNets","foodCns_7day_Condiments_Bartering","foodCns_7day_Condiments_Begging","foodCns_7day_Condiments_BorrowFromFamilyFriends","foodCns_7day_Condiments_Farming","foodCns_7day_Condiments_FishHuntGather","foodCns_7day_Condiments_Gifts","foodCns_7day_Condiments_Purchased","foodCns_7day_Condiments_SocialSafetyNets"
"827",,,,,,,3,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,3,,,,,,,2,,,,,,,,1,,,,,,,,2,
"828",,,,7,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,6,,,,,,,,7,
"829",,,,,,,7,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,2,,,,,,,,,,,,,,,,,
"830",,,,,,,7,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,
"831",,,,,,,7,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
"832",,,,,,,4,,,,,,,,,,,,,,,,3,,,,,,,,2,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,3,,,,,,,2,,,,,,,,,,,,,,,,,,,2,
"833",,,,,,,7,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
"834",,,,7,,,,,,,,,1,,,,,,,,,,3,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,4,,,,,,,,,,5,,,,,,,,3,,,,,,,,1,
"835",,,,,,,7,,,,,,,,,,,,,,,,3,,,,,,,,2,,,,,,,,,,,,,,,,3,,,,,,,,,,,,2,,,,,,,,7,,,,,,,7,,,,,,,,,,,7,,,,,,,,7,
"836",,,,7,,,,,,,,,1,,,,,,,,,,3,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,4,,,,,,,,,,5,,,,,,,,3,,,,,,,,1,
"837",,,,,,,4,,,,,,,,,,,,,,,,7,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,5,,,,,,,,,,,2,,,,,,,,1,,,,,,,,
"838",,,,,,,3,,,,,,,,1,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,,,1,,,,,,,,,2,,,,,,,,,2,,,,,,,,2,
"839",,,,,,,2,,,,,,,,,,,,,3,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,7,,,,,,,,,,,7,,,,,,,,3,
"840",,,,,,,4,,,,,,,,2,,,,,,,,3,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,4,,,,,,,,2,,,,,,,,3,
"841",,,,,,,7,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,7,,,,,,,,7,,,,,,,,3,
"842",,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,2,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,,1,,,,,
"843",,,,,,,7,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,7,,,,,,,,7,,,,,,,,7,
"844",,,,,,,7,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,7,,,,,,,,7,,,,,,,,7,
"845",,,,,,,7,,,,,,,,,,,,,,,,2,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,2,,,,,,,,,,,,,,,,,
"846",,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,1,,,,,,,,7,,,,,,,,,
"847",,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,7,,,,,,,,7,,,,,,,,7,
"848",,,,,,,2,,,,,,,,1,,,,,,,,2,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,,,,,7,,,,,,,7,,,,,,,,7,,,,,,,,7,
"849",,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"850",,,,,,,7,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,5,,,,,,,,3,,,,,,,,4,
"851",,,,,,,7,,,,,,,,,,,,,,,,3,,,,,,,,3,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,7,,,,,,,,7,,,,,,,,7,
"852",,,,7,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,
"853",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,5,,,,,,,,,
"854",,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,7,,,,,,,,7,,,,,,,,7,
"855",,,,7,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,2,,,,,,,,7,,,,,,,,,
"856",,,,,,,5,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,2,,,,,,,,2,,,,,,,,,
"857",,,,,,,7,,,,,,,,2,,,,,,,,2,,,,,,3,,,,,,,,2,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,5,,,,,,,4,,,,,,,,1,,,,,,,,1,
"858",,,,,,,7,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,7,,,,,,,,,,,7,,,,,,,,2,
"859",,,,,,,5,,,,,,,,4,,2,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,,,,,4,,,,,,,,,
"860",,,,,,,5,,2,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,,,,,,,,,2,,,,,,,,,,,,,,,,,
"861",,,,,,,5,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,3,,,,,,,2,,,,,,,,3,,,,,,,,,
"862",,,,,,,7,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,3,,,,,,,,,,,7,,,,,,,,,
"863",,,,,,,5,,1,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,3,,,,,,,,,,2,,,,,,,,3,,2,,,,,,,
"864",,,,,,,5,,2,,,,,,,,1,,,,,,,,,,,,2,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,2,,,,,,,,3,,,,,,,,2,
"865",,,,,,,5,,,,1,,,,,,,,,,,,1,,,,,,2,,,,,,,,1,,,,,,,1,,,,,,,,,,,2,,,,2,,,,,,,,3,,,,,,,,,,1,,,,,,,,3,,,,,,,,1,
"866",,,,,,,5,,,,,,,,2,,,,,,,,3,,,,,2,,,,,,,,,,,1,,,,,,,,2,,,,,,,1,,,,,2,,,,,,,,7,,,,,,,,,,7,,,,,,,,7,,,,,,,,7,
"867",,,,,,,5,,,,,,,,1,,2,,,,,,,,,,,,1,,,,,,,,2,,,,,,,1,,,,,,,,,1,,,,,,1,,,,,,,,3,,,,,,,,,,2,,,,,,,,2,,,,,,,,1,
"868",,,,,,,5,,,,,,,,2,,,,,,,,4,,,,,,,,5,,,,,,,,2,,,,,,,,3,,,,,,,,,,,,2,,,,,,,,,,,7,,,,,,,7,,,,,,,,7,,,,,,,,7,
"869",,,,,,,5,,,,,,,,1,,,,,,,,1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,7,,,,,,,,,,7,,,,,,,,7,,,,,,,,,
"870",,,,,,,5,,,,1,,,,,,,,,,,,2,,,,,,1,,,,,,,,2,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,,,2,,,,,,,,,
"871",,,,7,,,,,,,,,,,5,,,,,3,,,,,,,,,,,5,,,,,,,,3,,,,,,,,5,,,,,,1,,,,,,5,,,,,,,,5,,,,,,,,,,5,,,,,,,,5,,,,,,,,5,
"872",,,,,,,7,,,,,,,,2,,,,,,,,4,,,,,2,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,7,,,,,,,,7,,,,,,,,7,
"873",,,,,,,7,,,,,,,,,,,,,,,,2,,,,,,5,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,5,,,,,,,,7,,,,,,,,7,
"874",,,,,,,7,,,,,,,,,,,,,,,,5,,,,,2,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,7,,,,,,,,7,,,,,,,,7,
"875",,,,,,,5,,,,,2,,,,,,,,2,,,,,,,,2,,,,,,,,,,,3,,,,,2,,,,,,,,,,2,,,,,2,,,,,,,,,,,3,,,,,,,2,,,,,,,,2,,,,,,,,2,
"876",,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,6,,,,,,,,7,,,,,,,,7,
"877",,,,,,,7,,,,,,,1,,,,,,,,,2,,,,,,2,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,5,,,,,,,,,,3,,,,,,,,5,,,,,,,,1,
"878",,,,,,,6,,2,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,7,,,,,,,,,,2,,,,,,,,5,,,,,,,,1,
"879",,,,,,,5,,1,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,5,,,,,,,,,,1,,,,,,,,5,,,,,,,,1,
"880",,,,,,,3,,,,,,,,2,,1,,,,,,,,,,,,2,,,,,,,,1,,,,,,,2,,,,,,,,,1,,,,,,3,,,,,,,,1,,,,,,,,,,2,,,,,,,,1,,,,,,,,2,
"881",,,,,,,5,,2,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,5,,,,,,,,,,3,,,,,,,,2,,,,,,,,,
"882",,,,,,,3,,1,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,5,,,,,,,,,,2,,,,,,,,4,,,,,,,,1,
"883",,,,,,,5,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,
"884",,,,,,,5,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,3,,1,,,,,,,
"885",,,,,,,5,,1,,,,,,,,,,,,,,1,,,,,,2,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,4,,,,,,,,,,2,,,,,,,,1,,,,,,,,,
"886",,,,5,,,,,,,,2,,,,,,,,2,,,,,,,,,1,,,,,,,,2,,,,,,,1,,,,,,,,,,,1,,,,,1,,,,,,,,,,2,,,,,,,1,,,,,,,,3,,,,,,,,1,
"887",,,,,,,2,,1,,,,,,,,,,,,,,1,,,,,,3,,,,,,,,2,,,,,,,1,,,,,,,,,,,1,,,,2,,,,,,,,3,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,
"888",,,,,,,7,,,,,,,,,,,,,,,,2,,,,,3,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,7,,,,,,,,7,,,,,,,,7,
"889",,,,,,,2,,,,,,,1,,,2,,,,,,,,,,,,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,1,,,,,,,,5,,,,,,,,,,3,,,,,,,,5,,,,,,,,1,
"890",,,,,,,7,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,7,,,,,,,,5,,,,,,,,7,
"891",,,,,,,2,,,,1,,,,,,,,1,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,1,,,,,,,,1,,,,,,,,,
"892",,,,,,,7,,,,,,,,,,,,,,,,1,,,,,,7,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,7,,,,,,,,7,,,,,,,,7,
"893",,,,,,,5,,,,,,,,1,,,,,,,,2,,,,,,2,,,,,,,,1,,,,,,,1,,,,,,,,,,,2,,,,2,,,,,,,,1,,,,,,,,,,2,,,,,,,,2,,1,,,,,,,
"894",,,,,,,7,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,2,,,,,,,,2,,,,,,,,5,
"895",,,,,,,7,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,4,,,,,,,,5,,,,,,,,4,
"896",,,,,,,7,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,4,
"897",,,,,,,7,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,5,,,,,,,,7,,,,,,,,7,
"898",,,,,,,7,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,4,,,,,,,,7,,,,,,,,7,
"899",,,,,,,7,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,4,,,,,,,,,,,,,,,,5,
"900",,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
"901",,,,,,,7,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,6,,,,,,,,5,,,,,,,,7,
"902",,,,,,,7,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,3,,,,,,,,4,,,,,,,,7,
"903",,,,,,2,,,,,,,,3,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,,,,,,2,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"904",,,,,,,7,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,2,,,,,,,,,,,,,,,,7,
"905",,,,,,,7,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,3,,,,,,,,2,,,,,,,,7,
"906",,,,,,,7,,,,,,,,,,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,5,,,,,,,,3,,,,,,,,7,
"907",,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,7,,,,,,,,7,
"908",,,,,,,7,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,5,,,,,,,,,,,,,,,,5,
"909",,,,,,,7,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
"910",,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
"911",,,,,,,7,,,,,,,,,,,,,,,,,3,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,3,,,,,,,,7,,,,,,,,,
"912",,,,,,,7,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
"913",,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,2,,,,,,,,2,,,,,,,,1,
"914",,,,,,,7,,,,,,,,,,,,,,,,3,,,,,,,,7,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,7,,,,,,,7,,,,,,,,,,,2,,,,,,,,,
"915",,,,,,,7,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,7,,,,,,,,,,,,,,,7,,,,,,,,,
"916",,,,,,,7,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,7,,,,,,,,5,,,,,,,,7,
"917",,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,2,,,,,,,,,,,7,,,,,,,,7,
"918",,,,,,,7,,,,,,,,,,,,,,,,4,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
"919",,,,,,,7,,,,,,,,,,,,,,,,3,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,7,,,,,,,,,,,2,,,,,,,,,
"920",,,,,,,7,,,,,,,,,,,,,,,,2,,,,,,,,3,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,4,,,,,,,,7,,,,,,,3,,,,,,,,7,,,,,,,,5,
"921",,,,,,,6,,,,,,,,1,,,,,,,,3,,,,,,,,3,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,1,,,,,,,,6,,,,,,,6,,,,,,,,5,,,,,,,,3,
"922",,,,,,,7,,,,,,,,,,,,,,,,2,,,,,,,,3,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,3,,,,,,,,7,,,,,,,,3,
"923",,,,,,,3,,,,,,,,3,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,5,,,,,,,,5,,,,,,,,4,
"924",,,,,,,7,,,,,,,,2,,,,,,,,,,,,,,,,2,,,,,,,,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,2,,,,,,,,5,,,,,,,,,
"925",,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,5,,,,,,,,5,,,,,,,,2,
"926",,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,7,,,,,,,,1,
"927",,,,,,,7,,,,,,,,,,,,,,,,,2,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,7,,,,,,,,5,,,,,,,,7,
"928",,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,3,,,,,,,,3,,,,,,,,,
"929",,,,,,,7,,,,,,,,,,,,,,,,2,,,,,,,,4,,,,,,1,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,4,,,,,,,,3,,,,,,,,,
"930",,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,3,,,,,,,,1,,,,,,,,,
"931",,,,,,,7,,,,,,,,,,,,,,,,2,,,,,,,,7,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,3,,,,,,,7,,,,,,,,4,,,,,,,,,
"932",,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,1,,,,,,,,,,,,,,,,,,
"933",,,,,,,3,,,,,,,,2,,,,,,,,3,,,,,,,,3,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,4,,,,,,,,3,,,,,,,,,
"934",,,,,,,5,,,,,,,,1,,,,,,,,2,,,,,4,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,2,,,,,,,,4,,,5,,,,,,,,,,,,5,,,,,,,,3,
"935",,,,,,,3,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,3,,,,,,,1,,,,,,,,,,,,,,,,3,,,,,,,5,,,,,,,,4,,,,,,,,,
"936",,,,,,,5,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,4,,,,,,,,2,
"937",,,,,,,3,,,,,,,,,,,,,,,,2,,,,,3,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,4,,,,,,,,4,,,,,,,,2,
"938",,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,,,,,,
"939",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"940",,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,1,,,,,,,,1,,,,,,,,,
"941",,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,
"942",,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,
