"","foodCns_7day_Staples_Bartering","foodCns_7day_Staples_BorrowFromFamilyFriends","foodCns_7day_Staples_Farming","foodCns_7day_Staples_FishHuntGather","foodCns_7day_Staples_Gifts","foodCns_7day_Staples_Purchased","foodCns_7day_Staples_SocialSafetyNets","foodCns_7day_Pulses_Bartering","foodCns_7day_Pulses_BorrowFromFamilyFriends","foodCns_7day_Pulses_Farming","foodCns_7day_Pulses_FishHuntGather","foodCns_7day_Pulses_Gifts","foodCns_7day_Pulses_Purchased","foodCns_7day_Pulses_SocialSafetyNets","foodCns_7day_Dairy_Bartering","foodCns_7day_Dairy_BorrowFromFamilyFriends","foodCns_7day_Dairy_Farming","foodCns_7day_Dairy_FishHuntGather","foodCns_7day_Dairy_Gifts","foodCns_7day_Dairy_Purchased","foodCns_7day_Dairy_SocialSafetyNets","foodCns_7day_Proteins_Bartering","foodCns_7day_Proteins_BorrowFromFamilyFriends","foodCns_7day_Proteins_Farming","foodCns_7day_Proteins_FishHuntGather","foodCns_7day_Proteins_Gifts","foodCns_7day_Proteins_Purchased","foodCns_7day_Proteins_SocialSafetyNets","foodCns_7day_FleshMeat_Bartering","foodCns_7day_FleshMeat_BorrowFromFamilyFriends","foodCns_7day_FleshMeat_Farming","foodCns_7day_FleshMeat_FishHuntGather","foodCns_7day_FleshMeat_Gifts","foodCns_7day_FleshMeat_Purchased","foodCns_7day_FleshMeat_SocialSafetyNets","foodCns_7day_OrganMeat_Bartering","foodCns_7day_OrganMeat_BorrowFromFamilyFriends","foodCns_7day_OrganMeat_Farming","foodCns_7day_OrganMeat_FishHuntGather","foodCns_7day_OrganMeat_Gifts","foodCns_7day_OrganMeat_Purchased","foodCns_7day_OrganMeat_SocialSafetyNets","foodCns_7day_Fish_Bartering","foodCns_7day_Fish_BorrowFromFamilyFriends","foodCns_7day_Fish_Farming","foodCns_7day_Fish_FishHuntGather","foodCns_7day_Fish_Gifts","foodCns_7day_Fish_Purchased","foodCns_7day_Fish_SocialSafetyNets","foodCns_7day_Eggs_BorrowFromFamilyFriends","foodCns_7day_Eggs_Farming","foodCns_7day_Eggs_FishHuntGather","foodCns_7day_Eggs_Gifts","foodCns_7day_Eggs_Purchased","foodCns_7day_Eggs_SocialSafetyNets","foodCns_7day_Veg_Bartering","foodCns_7day_Veg_BorrowFromFamilyFriends","foodCns_7day_Veg_Farming","foodCns_7day_Veg_FishHuntGather","foodCns_7day_Veg_Gifts","foodCns_7day_Veg_Purchased","foodCns_7day_Veg_SocialSafetyNets","foodCns_7day_VegVitA_Bartering","foodCns_7day_VegVitA_BorrowFromFamilyFriends","foodCns_7day_VegVitA_Farming","foodCns_7day_VegVitA_FishHuntGather","foodCns_7day_VegVitA_Gifts","foodCns_7day_VegVitA_Purchased","foodCns_7day_VegVitA_SocialSafetyNets","foodCns_7day_VegDarkGreen_Bartering","foodCns_7day_VegDarkGreen_BorrowFromFamilyFriends","foodCns_7day_VegDarkGreen_Farming","foodCns_7day_VegDarkGreen_FishHuntGather","foodCns_7day_VegDarkGreen_Gifts","foodCns_7day_VegDarkGreen_Purchased","foodCns_7day_VegDarkGreen_SocialSafetyNets","foodCns_7day_Fruits_BorrowFromFamilyFriends","foodCns_7day_Fruits_Farming","foodCns_7day_Fruits_FishHuntGather","foodCns_7day_Fruits_Gifts","foodCns_7day_Fruits_Purchased","foodCns_7day_Fruits_SocialSafetyNets","foodCns_7day_FruitVitA_Bartering","foodCns_7day_FruitVitA_BorrowFromFamilyFriends","foodCns_7day_FruitVitA_Farming","foodCns_7day_FruitVitA_Gifts","foodCns_7day_FruitVitA_Purchased","foodCns_7day_FruitVitA_SocialSafetyNets","foodCns_7day_Fats_Bartering","foodCns_7day_Fats_BorrowFromFamilyFriends","foodCns_7day_Fats_Farming","foodCns_7day_Fats_FishHuntGather","foodCns_7day_Fats_Gifts","foodCns_7day_Fats_Purchased","foodCns_7day_Fats_SocialSafetyNets","foodCns_7day_Sugars_Bartering","foodCns_7day_Sugars_BorrowFromFamilyFriends","foodCns_7day_Sugars_Farming","foodCns_7day_Sugars_FishHuntGather","foodCns_7day_Sugars_Gifts","foodCns_7day_Sugars_Purchased","foodCns_7day_Sugars_SocialSafetyNets","foodCns_7day_Condiments_Bartering","foodCns_7day_Condiments_BorrowFromFamilyFriends","foodCns_7day_Condiments_Farming","foodCns_7day_Condiments_FishHuntGather","foodCns_7day_Condiments_Gifts","foodCns_7day_Condiments_Purchased","foodCns_7day_Condiments_SocialSafetyNets"
"655",,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,7,
"656",,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,7,
"657",,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,
"658",,,,,,,7,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,
"659",,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,
"660",,,,,,,7,,,,,,,1,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,7,
"661",,,,,,7,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,7,
"662",,,,,,4,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,3,
"663",,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"664",,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"665",,,,,,4,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,2,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,
"666",,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,
"667",7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,
"668",,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,
"669",3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,
"670",,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,
"671",,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
"672",,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,
"673",,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"674",,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,
"675",,,,,,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"676",,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
"677",,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,7,
"678",,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,
"679",,,7,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,7,,,,,,,2,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,7,,,,,,2,,,,,,,,
"680",,,,,,3,,,,,,,2,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"681",,,,,,4,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,
"682",,,,,,6,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
"683",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"684",,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"685",,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"686",,,,,,6,,,,,,,2,,,,4,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,4,,,,,,,,,1,,,,,,,1,,,,,,1,,,,,,1,,,,,,,6,,,,,,,1,,,,,,,1,
"687",,,,,,6,,,,,,,1,,,,4,,,,,,,,,,1,,,,,,,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,4,,,,,,,1,,,,,,,1,
"688",,,,,,7,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"689",,,,,1,,,,,,,,,,,,7,,,,,,,3,,,,,,,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,
"690",,,,,,6,,,,,,,2,,,,5,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,6,,,,,,,,,1,,,,,,,3,,,,,,1,,,,,,1,,,,,,,6,,,,,,,1,,,,,,,1,
"691",,,,,3,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
"692",,,,,,4,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
"693",,,,,,,3,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
"694",,,,,,6,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"695",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"696",,,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"697",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
"698",,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"699",,,,,,2,,,,,,,,1,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"700",,,,,,3,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"701",,,,,,6,,,,,,,2,,,,5,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,,,1,,,,,,,,1,,,,,,1,,,,,,,5,,,,,,,1,,,,,,,1,
"702",,,,,,6,,,,,,,2,,,,5,,,,,,,,,,3,,,,,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,2,,,,,,,2,,,,,2,,,,,,,,1,,,,,,1,,,,,,,5,,,,,,,1,,,,,,,1,
"703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,
"704",,,,,,6,,,,,,,2,,,,5,,,,,,,,,,3,,,,,,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,,,1,,,,,,,,1,,,,,,1,,,,,,,5,,,,,,,1,,,,,,,1,
"705",,,,,,4,,,,,,,2,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,3,
"706",,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,
"707",,,,,,,4,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
"708",,,,,,,5,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"709",,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"710",,,,,,5,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"711",,,,,,,4,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,
"712",,,,,,5,,,,,,,2,,,,4,,,,,,,,,,2,,,,,,,2,,,,,,,1,,,,,,,,,,,,,1,,,,,,,4,,,,,,,1,,,,,4,,,,,,,,1,,,,,,1,,,,,,,6,,,,,,,1,,,,,,,1,
"713",,,,,,6,,,,,,,2,,,,,,,4,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,1,,,,,,,,1,,,,,,1,,,,,,,5,,,,,,,1,,,,,,,1,
"714",,,,,,,4,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
"715",,,,,,6,,,,,,,2,,,,4,,,,,,,,,,2,,,,,,,2,,,,,,,1,,,,,,,,,,,,,1,,,,,,,3,,,,,,,1,,,,,3,,,,,,,,1,,,,,,1,,,,,,,5,,,,,,,1,,,,,,,1,
"716",,,,,,6,,,,,,,2,,,,4,,,,,,,,,,2,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,1,,,,,,,,1,,,,,,1,,,,,,,6,,,,,,,1,,,,,,,1,
"717",,,,,,5,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
"718",,,,,,5,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
"719",,,,,,5,,,,,,,4,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,
"720",,,,,,,3,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,
"721",,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,
"722",,,,,,,5,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,
"723",,,,,,3,,,,,,,2,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,7,
"724",,,,,,3,,,,,,,1,,,,7,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
"725",,,,,,3,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,7,
"726",,,,,,4,,,,,,,5,,,,7,,,,,,,7,,,,,,,,,,4,,,,,,,3,,,,,4,,,,,1,,,,,,,,,,7,,,,,,,5,,,,,,,6,,,,,,6,,,,,,4,,,,,,,7,,,,,,,5,,,,,,,4,
"727",,,,,,3,,,,,,,1,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,7,,,,,,,7,
"728",,,,,,5,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,6,
"729",,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,7,
"730",,,,,,5,,,,,,,4,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,
"731",,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"732",,,,,,,6,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"733",,,,,,4,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,7,
"734",,,,,4,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
"735",,,,,,5,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
"736",,,5,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,
"737",,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,
"738",,,,,,7,,,,,,,,4,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,7,,,,,,,7,,,,,,,,,,,,,,,,,,,,,7,,,,,,,1,,,,,,,,
"739",,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,
"740",,,,,,2,,,,,,,2,,,,5,,,,,,,,,,3,,,,1,,,,,,,3,,,,,,,,,,1,,,1,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,2,,,,,,,,
"741",,,,,,,5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,
"742",,,,,,5,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"743",,,,,,,6,,,,,,,2,,,,,,,,,,3,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,
"744",,,,,,3,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,7,
"745",,,,,,,7,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,
"746",,,7,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,1,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,5,
"747",,,,,,4,,,,,,,3,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,
"748",,,,,,,5,,,,,,2,,,,,,,,,,,,,,4,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,
"749",,,,,,,5,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,
"750",,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,5,,,,,,,7,
"751",,,,,,,7,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,
"752",,,,,,,7,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,7,,,,,,,5,,,,,,,,
"753",,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,7,
